fk_modul_id;Artengruppe;BV_Art;Fokus;Sphaere;Biol_Fokus_f;Sphaere_f;Progrshort
12215906-fda8-4b25-853f-fff60cc6d878;Mollusken;genetische Differenzierung;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;BLMP
12215906-fda8-4b25-853f-fff60cc6d878;Fische;genetische Differenzierung;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;BLMP
12215906-fda8-4b25-853f-fff60cc6d878;Fische;genetische Differenzierung;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;BLMP
12215906-fda8-4b25-853f-fff60cc6d878;Algen;taxonomische/phylogenetische Vielfalt;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;BLMP
12215906-fda8-4b25-853f-fff60cc6d878;Algen;taxonomische/phylogenetische Vielfalt;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;BLMP
12215906-fda8-4b25-853f-fff60cc6d878;Gefäßpflanzen und Farne;taxonomische/phylogenetische Vielfalt;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;BLMP
12215906-fda8-4b25-853f-fff60cc6d878;Gefäßpflanzen und Farne;taxonomische/phylogenetische Vielfalt;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;BLMP
12215906-fda8-4b25-853f-fff60cc6d878;Andere Wirbellose;taxonomische/phylogenetische Vielfalt;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;BLMP
12215906-fda8-4b25-853f-fff60cc6d878;Andere Wirbellose;taxonomische/phylogenetische Vielfalt;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;BLMP
12215906-fda8-4b25-853f-fff60cc6d878;Krebstiere;taxonomische/phylogenetische Vielfalt;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;BLMP
12215906-fda8-4b25-853f-fff60cc6d878;Krebstiere;taxonomische/phylogenetische Vielfalt;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;BLMP
124e26d7-f886-4c9c-8a1a-408a4d569261;Säugetiere;Artenhäufigkeiten;Artengruppen;terrestrisch;Artengruppen;terrestrisch;SCALP
1351f751-fa94-4440-90f7-25194efa10c1;Moose und Flechten;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
13e462ea-29cf-4dd8-baee-0460dcdaa67e;Mikroorganismen;Abundanz der Gemeinschaft;Keiner;edaphisch;Keiner;edaphisch;BDF
1420faa7-08b1-4feb-bdaf-89fde578fa70;Säugetiere;Phänologie;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Wildkatze
147b7a43-0297-4406-a09a-a01141a1b8f2;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Vogelmonitoring
147b7a43-0297-4406-a09a-a01141a1b8f2;Vögel;Artvorkommen;Artengruppen;limnisch;Artengruppen;limnisch;Vogelmonitoring
169243ef-aa9a-4767-900e-4981f4b39f36;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Vogelmonitoring
169243ef-aa9a-4767-900e-4981f4b39f36;Vögel;Artvorkommen;Artengruppen;limnisch;Artengruppen;limnisch;Vogelmonitoring
169243ef-aa9a-4767-900e-4981f4b39f36;Vögel;Artvorkommen;Artengruppen;marin;Artengruppen;marin;Vogelmonitoring
17ca3bfb-89f8-4b6d-84b5-d5a0807b4ba4;Mikroorganismen;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
17ca3bfb-89f8-4b6d-84b5-d5a0807b4ba4;Gefäßpflanzen und Farne;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
17ca3bfb-89f8-4b6d-84b5-d5a0807b4ba4;Moose und Flechten;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
17ca3bfb-89f8-4b6d-84b5-d5a0807b4ba4;Krebstiere;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
17ca3bfb-89f8-4b6d-84b5-d5a0807b4ba4;Mollusken;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
17ca3bfb-89f8-4b6d-84b5-d5a0807b4ba4;Andere Wirbellose;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
17ca3bfb-89f8-4b6d-84b5-d5a0807b4ba4;Algen;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
17ca3bfb-89f8-4b6d-84b5-d5a0807b4ba4;Fische;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
17ca3bfb-89f8-4b6d-84b5-d5a0807b4ba4;Libellen;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
17ca3bfb-89f8-4b6d-84b5-d5a0807b4ba4;Käfer;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
17ca3bfb-89f8-4b6d-84b5-d5a0807b4ba4;Schmetterlinge;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
18587ae6-c6e6-4129-8b9c-152d0e13e6d7;Fische;Artvorkommen;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;FFH
18587ae6-c6e6-4129-8b9c-152d0e13e6d7;Fische;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
19e44e1b-a3f9-413a-9538-312df8acf93b;Regenwürmer;Artvorkommen;Artengruppen;edaphisch;Artengruppen;edaphisch;BDF
1c993682-4f15-4f98-b5fb-a3b448abba2a;Säugetiere;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;WILD
1dfb381d-a5ca-4a3c-a938-76640a29ce04;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;WILD
1f901170-a2d3-4a78-9bfd-b667c731b916;Moose und Flechten;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
21510249-a22a-4a5e-a8dd-e58602533e24;Säugetiere;Artvorkommen;Artengruppen;marin;Artengruppen;marin;BLMP
226a7203-ca30-4c86-bd7b-2ef2ec27ed7d;Gefäßpflanzen und Farne;Artenhäufigkeiten;Habitate;terrestrisch;Habitate;terrestrisch;ÖSM
226a7203-ca30-4c86-bd7b-2ef2ec27ed7d;Gefäßpflanzen und Farne;Artenhäufigkeiten;Habitate;limnisch;Habitate;limnisch;ÖSM
280f0b3e-77d3-4a82-8c71-8ae542c8663b;Säugetiere;genetische Differenzierung;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Wildkatze
29d29563-9ccb-4e99-aede-b73ff98b5e02;Säugetiere;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Fledermauszug
2a6b7681-2a97-42b3-b394-43e94b1eb4d5;Fische;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
2a6b7681-2a97-42b3-b394-43e94b1eb4d5;Andere;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
2a6b7681-2a97-42b3-b394-43e94b1eb4d5;Mollusken;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
2bce6b46-fc40-4725-b050-14b9b58932c3;Vögel;Morphologie;Artengruppen;terrestrisch;Artengruppen;terrestrisch;BLMP
2bce6b46-fc40-4725-b050-14b9b58932c3;Vögel;Morphologie;Artengruppen;limnisch;Artengruppen;limnisch;BLMP
2bce6b46-fc40-4725-b050-14b9b58932c3;Vögel;Morphologie;Artengruppen;marin;Artengruppen;marin;BLMP
2f86922e-7f17-4b1f-a356-ac2213b9481a;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;TMAP
2fdd1212-14a7-4305-ba25-007454adfe0e;Vögel;Artenhäufigkeiten;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;NPBsR
2fdd1212-14a7-4305-ba25-007454adfe0e;Säugetiere;Artenhäufigkeiten;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;NPBsR
2fdd1212-14a7-4305-ba25-007454adfe0e;Moose und Flechten;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;NPBsR
2fdd1212-14a7-4305-ba25-007454adfe0e;Gefäßpflanzen und Farne;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;NPBsR
2fdd1212-14a7-4305-ba25-007454adfe0e;Amphibien/Reptilien;Artenhäufigkeiten;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;NPBsR
2fdd1212-14a7-4305-ba25-007454adfe0e;Schmetterlinge;Artenhäufigkeiten;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;NPBsR
2fdd1212-14a7-4305-ba25-007454adfe0e;Fische;Artenhäufigkeiten;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;NPBsR
2fdd1212-14a7-4305-ba25-007454adfe0e;Käfer;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;NPBsR
2fdd1212-14a7-4305-ba25-007454adfe0e;Andere;Artenhäufigkeiten;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;NPBsR
301c22b7-5e70-4364-bc02-0cdf64eba8d5;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;TMAP
301c22b7-5e70-4364-bc02-0cdf64eba8d5;Vögel;Artvorkommen;Artengruppen;marin;Artengruppen;marin;TMAP
3099130b-85c5-4903-ac49-a346adccbb2e;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Vogelmonitoring
30cfdaf7-337f-4ed4-a76b-95356d7ba3ec;Andere Wirbellose;Artenhäufigkeiten;Artengruppen;terrestrisch;Artengruppen;terrestrisch;MonViA
31b4a1bc-e744-4b1d-b237-8f7000dd7b29;Andere Wirbellose;Interaktionsvielfalt;Artengruppen;terrestrisch;Artengruppen;terrestrisch;MonViA
328f5d50-54f5-4c43-bbd3-ad521e2ebeac;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Vogelmonitoring
328f5d50-54f5-4c43-bbd3-ad521e2ebeac;Vögel;Artvorkommen;Artengruppen;limnisch;Artengruppen;limnisch;Vogelmonitoring
32ddcf6e-3944-491a-b4e0-23c1555a4627;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Vogelmonitoring
34515994-48c6-4d01-a3e7-995ce486c212;Algen;Artvorkommen;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;TMAP
36864a43-6bb7-4dbe-8557-c63385634859;Moose und Flechten;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;MonNNE
36864a43-6bb7-4dbe-8557-c63385634859;Moose und Flechten;Artvorkommen;Artengruppen;limnisch;Artengruppen;limnisch;MonNNE
36864a43-6bb7-4dbe-8557-c63385634859;Moose und Flechten;Artvorkommen;Artengruppen;marin;Artengruppen;marin;MonNNE
36864a43-6bb7-4dbe-8557-c63385634859;Gefäßpflanzen und Farne;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;MonNNE
36864a43-6bb7-4dbe-8557-c63385634859;Gefäßpflanzen und Farne;Artvorkommen;Artengruppen;limnisch;Artengruppen;limnisch;MonNNE
36864a43-6bb7-4dbe-8557-c63385634859;Gefäßpflanzen und Farne;Artvorkommen;Artengruppen;marin;Artengruppen;marin;MonNNE
3961e096-4002-4340-86f6-8175adf3abf8;Gefäßpflanzen und Farne;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;ForUmMon
40b7979c-7f41-4017-a85f-5e2ab2472a10;Säugetiere;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;WILD
40b7979c-7f41-4017-a85f-5e2ab2472a10;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;WILD
49b471ba-aafd-42c9-8b61-b992b449b3fb;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Vogelmonitoring
49b471ba-aafd-42c9-8b61-b992b449b3fb;Vögel;Artvorkommen;Artengruppen;limnisch;Artengruppen;limnisch;Vogelmonitoring
4a989cb5-ca6e-46d4-881f-7310816c0768;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;TMAP
4b5e0f25-aaaa-4994-b4bb-4ab4e008ce68;Säugetiere;Artvorkommen;Artengruppen;marin;Artengruppen;marin;BLMP
4b5e0f25-aaaa-4994-b4bb-4ab4e008ce68;Vögel;Artvorkommen;Artengruppen;marin;Artengruppen;marin;BLMP
4c209ab4-fd6d-4f19-9182-6ac3925facef;Andere Wirbellose;Artenhäufigkeiten;Artengruppen;terrestrisch;Artengruppen;terrestrisch;MonViA
4d04f5cb-c107-44bf-97fe-d202dfac153f;Gefäßpflanzen und Farne;Artenhäufigkeiten;Habitate;terrestrisch;Habitate;terrestrisch;BWI
4dda530d-8d34-4214-b2b8-fcd7b5536fe1;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;BLMP
4e287832-22dd-4bcd-b3a1-879b5cda46b5;Vögel;Artenhäufigkeiten;Artengruppen;terrestrisch;Artengruppen;terrestrisch;WILD
4e287832-22dd-4bcd-b3a1-879b5cda46b5;Säugetiere;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;WILD
4f5565da-ef23-40ea-9eb2-1e11c07c5360;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Vogelmonitoring
4f5565da-ef23-40ea-9eb2-1e11c07c5360;Vögel;Artvorkommen;Artengruppen;marin;Artengruppen;marin;Vogelmonitoring
4f7fc33f-be63-44d8-b900-fcae0a35b0de;Vögel;Artenhäufigkeiten;Artengruppen;terrestrisch;Artengruppen;terrestrisch;MonNNE
50051435-69cf-4b98-a8dd-f9053b0098fd;Gefäßpflanzen und Farne;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;NaBioWald
512c4f28-01a6-4c8e-aedd-d47a0e611437;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;WILD
5256fb1f-6ee2-4db3-a3f6-a6363fc763f6;Schmetterlinge;Morphologie;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
5256fb1f-6ee2-4db3-a3f6-a6363fc763f6;Gefäßpflanzen und Farne;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
526ad6e7-6759-4805-ac49-be55987bcba0;Andere Wirbellose;Artenhäufigkeiten;Artengruppen;terrestrisch;Artengruppen;terrestrisch;MonViA
526ad6e7-6759-4805-ac49-be55987bcba0;Andere Wirbellose;Artenhäufigkeiten;Artengruppen;limnisch;Artengruppen;limnisch;MonViA
54fee634-96f5-43b0-8732-551f0a74dc28;Säugetiere;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Schalenwild
56af0256-1848-45f0-a912-6a5dafd1d007;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Vogelmonitoring
574cf672-1dd4-4075-97d5-2c8023ce9916;Vögel;Morphologie;Artengruppen;marin;Artengruppen;marin;Vogelmonitoring
57953187-dc29-46f0-9ef7-2631a4b4b61c;Säugetiere;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
57968b60-457d-45b7-a053-fde119e8f2db;Fische;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
57968b60-457d-45b7-a053-fde119e8f2db;Fische;Artvorkommen;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;FFH
57968b60-457d-45b7-a053-fde119e8f2db;Andere;Andere;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
57968b60-457d-45b7-a053-fde119e8f2db;Andere;Andere;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;FFH
57968b60-457d-45b7-a053-fde119e8f2db;Mollusken;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
57968b60-457d-45b7-a053-fde119e8f2db;Mollusken;Artvorkommen;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;FFH
583972eb-725c-4805-a301-50dbffe2dacd;Fische;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
583972eb-725c-4805-a301-50dbffe2dacd;Libellen;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
583972eb-725c-4805-a301-50dbffe2dacd;Käfer;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
583972eb-725c-4805-a301-50dbffe2dacd;Schmetterlinge;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
583972eb-725c-4805-a301-50dbffe2dacd;Krebstiere;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
583972eb-725c-4805-a301-50dbffe2dacd;Mollusken;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
583972eb-725c-4805-a301-50dbffe2dacd;Andere Wirbellose;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
583972eb-725c-4805-a301-50dbffe2dacd;Algen;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
583972eb-725c-4805-a301-50dbffe2dacd;Mikroorganismen;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
583972eb-725c-4805-a301-50dbffe2dacd;Gefäßpflanzen und Farne;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
583972eb-725c-4805-a301-50dbffe2dacd;Moose und Flechten;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;WRRL
5870b3ba-3007-4a6f-961a-cd018fe16010;Krebstiere;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
59e4bf5d-7d12-42de-9326-78d08c24ebc3;Vögel;Physiologie;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Vogelmonitoring
59e4bf5d-7d12-42de-9326-78d08c24ebc3;Vögel;Physiologie;Artengruppen;limnisch;Artengruppen;limnisch;Vogelmonitoring
59e4bf5d-7d12-42de-9326-78d08c24ebc3;Vögel;Physiologie;Artengruppen;marin;Artengruppen;marin;Vogelmonitoring
5b5938c5-2e24-4318-98f1-5708e8d99304;Gefäßpflanzen und Farne;Artvorkommen;Keiner;terrestrisch;Keiner;terrestrisch;BDF
5b5938c5-2e24-4318-98f1-5708e8d99304;Moose und Flechten;Artvorkommen;Keiner;terrestrisch;Keiner;terrestrisch;BDF
5c0c6e8f-9aef-4f14-ad00-812de5fdf2de;Säugetiere;Artvorkommen;Artengruppen;marin;Artengruppen;marin;BLMP
5c0c6e8f-9aef-4f14-ad00-812de5fdf2de;Säugetiere;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;BLMP
5c2f6148-5efe-4449-90a8-da3864f7fe74;Vögel;Artvorkommen;Artengruppen;marin;Artengruppen;marin;BLMP
5ca85905-6c23-4852-88e2-45e81a7306fb;Säugetiere;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
5ca85905-6c23-4852-88e2-45e81a7306fb;Säugetiere;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
61b44d58-bdee-41a1-b9bd-88f5c78b2e7c;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Vogelmonitoring
620b1688-fa7f-446e-97ed-8c41754d7514;Gefäßpflanzen und Farne;Artenhäufigkeiten;Artengruppen;terrestrisch;Artengruppen;terrestrisch;MonViA
66b836fc-9d48-4975-9d04-cda25afeba7b;Käfer;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
66b836fc-9d48-4975-9d04-cda25afeba7b;Käfer;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
66b836fc-9d48-4975-9d04-cda25afeba7b;Gefäßpflanzen und Farne;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
66b836fc-9d48-4975-9d04-cda25afeba7b;Gefäßpflanzen und Farne;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
66b836fc-9d48-4975-9d04-cda25afeba7b;Fische;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
66b836fc-9d48-4975-9d04-cda25afeba7b;Fische;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
67bb320b-6467-45f3-b972-cf2ab18a3c51;Vögel;Morphologie;Artengruppen;marin;Artengruppen;marin;BLMP
68fe9017-1736-4952-b9b0-e42aca057784;Vögel;Artenhäufigkeiten;Artengruppen;terrestrisch;Artengruppen;terrestrisch;TMAP
69a501a9-4382-47e0-bb0a-e7ad92c22ae7;Vögel;Morphologie;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Vogelmonitoring
69a501a9-4382-47e0-bb0a-e7ad92c22ae7;Vögel;Morphologie;Artengruppen;limnisch;Artengruppen;limnisch;Vogelmonitoring
69a501a9-4382-47e0-bb0a-e7ad92c22ae7;Vögel;Morphologie;Artengruppen;marin;Artengruppen;marin;Vogelmonitoring
69f43db5-a3c2-4157-9ee7-6ba381dae91c;Säugetiere;Artvorkommen;Artengruppen;marin;Artengruppen;marin;BLMP
69f43db5-a3c2-4157-9ee7-6ba381dae91c;Vögel;Artvorkommen;Artengruppen;marin;Artengruppen;marin;BLMP
6abc4bc5-eaaf-40d3-ac69-0e5cf24fd57c;Vögel;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;Vogelmonitoring
6abc4bc5-eaaf-40d3-ac69-0e5cf24fd57c;Vögel;Artvorkommen;Artengruppen;limnisch;Artengruppen;limnisch;Vogelmonitoring
6abc4bc5-eaaf-40d3-ac69-0e5cf24fd57c;Vögel;Artvorkommen;Artengruppen;marin;Artengruppen;marin;Vogelmonitoring
6b2a36ac-94ad-4e2d-a0b0-538b1ed5db7c;Krebstiere;Artenhäufigkeiten;Artengruppen;marin;Artengruppen;marin;TMAP
6b2a36ac-94ad-4e2d-a0b0-538b1ed5db7c;Mollusken;Artvorkommen;Artengruppen;marin;Artengruppen;marin;TMAP
6b2a36ac-94ad-4e2d-a0b0-538b1ed5db7c;Andere Wirbellose;Artvorkommen;Artengruppen;marin;Artengruppen;marin;TMAP
6b9a3dde-6085-4dd5-bcf4-37a13dba392a;Gefäßpflanzen und Farne;Artvorkommen;Artengruppen;terrestrisch;Artengruppen;terrestrisch;MonNNE
6bb2d678-85a4-4860-a4cc-7b0989e30d56;Fische;Artenhäufigkeiten;Artengruppen;marin;Artengruppen;marin;TMAP
6ddb0809-9e9a-4613-85f6-3ef26da41128;Gefäßpflanzen und Farne;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Gefäßpflanzen und Farne;Artvorkommen;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Gefäßpflanzen und Farne;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Moose und Flechten;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Moose und Flechten;Artvorkommen;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Moose und Flechten;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Fische;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Fische;Artvorkommen;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Fische;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Algen;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Algen;Artvorkommen;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Algen;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Vögel;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Vögel;Artvorkommen;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Vögel;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Mollusken;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Mollusken;Artvorkommen;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Mollusken;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Krebstiere;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Krebstiere;Artvorkommen;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Krebstiere;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Käfer;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Käfer;Artvorkommen;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Käfer;Artvorkommen;Habitate & Artengruppen;terrestrisch;Habitate & Artengruppen;terrestrisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Andere Wirbellose;Artvorkommen;Habitate & Artengruppen;limnisch;Habitate & Artengruppen;limnisch;FFH
6ddb0809-9e9a-4613-85f6-3ef26da41128;Andere Wirbellose;Artvorkommen;Habitate & Artengruppen;marin;Habitate & Artengruppen;marin;FFH
